order_id,customer_id,order_status,payment_method,order_total,item_count
6996,1966,Canceled,Net Banking,,
6997,3333,In Transit,Cash On Delivery,31967.69,1.0
6998,1988,Delivered,Loyalty Points,486888.69,3.0
6999,999,Canceled,Net Banking,190198.08,1.0
7000,4661,Canceled,Cash On Delivery,,
7001,237,In Transit,Upi,128316.64,1.0
7002,2282,In Transit,Loyalty Points,160395.8,1.0
7003,4995,Canceled,Upi,,
7004,1443,Canceled,Cash On Delivery,45536.49,1.0
7005,3254,Delivered,Loyalty Points,154605.16,2.0
7006,1928,Canceled,Loyalty Points,590601.19,6.0
7007,3477,In Transit,Cash On Delivery,,
7008,2630,Delivered,Cash On Delivery,50430.88,1.0
7009,2466,In Transit,Upi,,
7010,14,In Transit,Net Banking,114870.57,2.0
7011,270,Canceled,Net Banking,4468.27,1.0
7012,3662,In Transit,Net Banking,6260.46,2.0
7013,2852,In Transit,Loyalty Points,,
7014,1639,Canceled,Cash On Delivery,7413.18,1.0
7015,4547,Canceled,Net Banking,218580.44,3.0
7016,2325,Delivered,Upi,,
7017,1025,Delivered,Loyalty Points,293421.45,4.0
7018,1063,Delivered,Net Banking,112244.99,2.0
7019,3376,Delivered,Net Banking,108330.9,1.0
7020,4174,In Transit,Loyalty Points,210407.67,3.0
7021,3378,In Transit,Upi,190041.85,3.0
7022,4386,Canceled,Cash On Delivery,255146.37,4.0
7023,1142,In Transit,Upi,195571.51,2.0
7024,4065,Canceled,Upi,274790.48,2.0
7025,4663,Delivered,Loyalty Points,339942.3,4.0
7026,436,In Transit,Net Banking,32389.59,2.0
7027,2679,Delivered,Upi,124737.29,3.0
7028,1417,Canceled,Net Banking,117026.49,1.0
7029,4913,In Transit,Cash On Delivery,169974.44,1.0
7030,2962,Canceled,Upi,136609.47,1.0
7031,994,In Transit,Loyalty Points,250167.75,3.0
7032,2325,Canceled,Loyalty Points,,
7033,2784,Canceled,Upi,,
7034,1266,Canceled,Upi,40845.36,2.0
7035,1603,Canceled,Loyalty Points,283275.12,2.0
7036,653,In Transit,Loyalty Points,150442.65,2.0
7037,2401,In Transit,Upi,240993.96,3.0
7038,3985,Canceled,Loyalty Points,,
7039,2705,In Transit,Cash On Delivery,278354.56,2.0
7040,778,Delivered,Net Banking,297024.88,2.0
7041,4005,Delivered,Loyalty Points,522891.86,4.0
7042,4982,In Transit,Cash On Delivery,176795.68,1.0
7043,2609,Delivered,Cash On Delivery,,
7044,4929,Delivered,Loyalty Points,157169.94,2.0
7045,2404,In Transit,Upi,,
7046,166,Canceled,Cash On Delivery,103035.69,2.0
7047,381,In Transit,Upi,,
7048,1728,Delivered,Loyalty Points,57994.88,2.0
7049,597,Delivered,Upi,38152.42,1.0
7050,2893,In Transit,Loyalty Points,,
7051,3126,Delivered,Cash On Delivery,422058.74,4.0
7052,4639,Canceled,Net Banking,332209.72,3.0
7053,3383,Canceled,Cash On Delivery,99807.33,3.0
7054,389,Delivered,Upi,46322.82,1.0
7055,3826,In Transit,Upi,280908.85,2.0
7056,1487,Canceled,Net Banking,232243.31,2.0
7057,1491,Delivered,Cash On Delivery,364437.2,5.0
7058,1255,Canceled,Net Banking,,
7059,2066,In Transit,Loyalty Points,287125.55,3.0
7060,1500,Canceled,Upi,190464.39,3.0
7061,3697,Canceled,Loyalty Points,150000.99,1.0
7062,2087,Canceled,Upi,66196.14,2.0
7063,3989,Canceled,Net Banking,,
7064,594,Delivered,Net Banking,96349.4,1.0
7065,2229,Delivered,Net Banking,280834.65,2.0
7066,3202,In Transit,Cash On Delivery,268340.76,3.0
7067,4852,In Transit,Loyalty Points,202903.59,3.0
7068,2769,Delivered,Upi,8936.54,1.0
7069,547,In Transit,Net Banking,215868.31,3.0
7070,3515,Delivered,Net Banking,,
7071,3911,In Transit,Net Banking,133332.76,2.0
7072,151,Delivered,Cash On Delivery,,
7073,4731,In Transit,Loyalty Points,,
7074,3713,Delivered,Upi,3374.46,1.0
7075,3867,In Transit,Net Banking,249927.76,2.0
7076,2247,Delivered,Net Banking,,
7077,1181,Canceled,Loyalty Points,178492.53,3.0
7078,3637,Delivered,Loyalty Points,115297.44,2.0
7079,2440,Canceled,Upi,187612.12,2.0
7080,2090,In Transit,Upi,203598.26,2.0
7081,1163,Canceled,Cash On Delivery,,
7082,358,Canceled,Loyalty Points,,
7083,4638,Canceled,Upi,158666.8,1.0
7084,1746,In Transit,Upi,116899.1,2.0
7085,4020,Canceled,Loyalty Points,11230.56,1.0
7086,4825,Canceled,Net Banking,178345.7,3.0
7087,2189,Canceled,Cash On Delivery,,
7088,4939,In Transit,Upi,80399.34,2.0
7089,3414,Canceled,Upi,14117.88,1.0
7090,1853,In Transit,Cash On Delivery,138957.81,1.0
7091,2571,In Transit,Net Banking,,
7092,4214,In Transit,Upi,13764.3,1.0
7093,18,Delivered,Upi,51770.71,1.0
7094,1037,Delivered,Upi,144486.72,2.0
7095,534,Delivered,Net Banking,19250.8,2.0
7096,1808,In Transit,Upi,95248.25,2.0
7097,2642,Delivered,Net Banking,102098.25,2.0
7098,1423,Delivered,Loyalty Points,97621.8,2.0
7099,114,Delivered,Loyalty Points,233327.0,3.0
7100,4706,Canceled,Upi,28495.11,1.0
7101,2085,Canceled,Upi,,
7102,949,Delivered,Net Banking,77099.6,1.0
7103,3035,In Transit,Cash On Delivery,192585.96,2.0
7104,2596,In Transit,Upi,,
7105,4903,In Transit,Net Banking,169473.39,3.0
7106,1136,In Transit,Net Banking,59822.4,1.0
7107,1545,Canceled,Net Banking,103757.6,2.0
7108,4422,Delivered,Loyalty Points,226472.19,2.0
7109,1878,In Transit,Upi,447053.14,4.0
7110,2671,Canceled,Net Banking,6080.72,1.0
7111,1128,Delivered,Upi,102548.79,1.0
7112,3701,In Transit,Loyalty Points,278470.1,4.0
7113,1841,Canceled,Cash On Delivery,,
7114,1979,In Transit,Net Banking,589555.45,4.0
7115,422,Canceled,Net Banking,403554.58,4.0
7116,2001,In Transit,Net Banking,280586.89,2.0
7117,4819,Delivered,Loyalty Points,159780.9,1.0
7118,800,Canceled,Upi,140726.41,3.0
7119,880,In Transit,Cash On Delivery,,
7120,3762,In Transit,Loyalty Points,286291.72,4.0
7121,1450,Delivered,Upi,174641.38,2.0
7122,3963,Canceled,Net Banking,,
7123,2878,Delivered,Loyalty Points,113758.2,1.0
7124,980,Canceled,Cash On Delivery,147098.67,2.0
7125,3717,Delivered,Net Banking,102762.85,1.0
7126,3159,In Transit,Net Banking,134507.64,1.0
7127,1754,Delivered,Cash On Delivery,64998.54,1.0
7128,492,Canceled,Upi,91642.47,2.0
7129,382,Delivered,Loyalty Points,,
7130,599,In Transit,Loyalty Points,37511.4,1.0
7131,3030,In Transit,Loyalty Points,347087.65,2.0
7132,4723,In Transit,Loyalty Points,328920.91,2.0
7133,4580,Canceled,Upi,8156.82,1.0
7134,3795,In Transit,Upi,351324.96,3.0
7135,333,Delivered,Cash On Delivery,133880.22,3.0
7136,559,Canceled,Upi,109759.3,1.0
7137,4584,Delivered,Net Banking,51770.71,1.0
7138,2549,In Transit,Net Banking,297660.56,4.0
7139,4155,Canceled,Cash On Delivery,437693.2,3.0
7140,3644,Canceled,Net Banking,311901.54,4.0
7141,3114,Canceled,Upi,261940.43,2.0
7142,1728,Canceled,Upi,196506.1,4.0
7143,275,Delivered,Net Banking,290457.43,3.0
7144,2837,Delivered,Net Banking,150353.72,1.0
7145,3664,In Transit,Loyalty Points,78306.08,1.0
7146,1576,Canceled,Upi,,
7147,2311,Canceled,Cash On Delivery,77836.0,1.0
7148,1404,In Transit,Cash On Delivery,588618.18,5.0
7149,915,Canceled,Upi,,
7150,4518,Canceled,Net Banking,,
7151,3647,In Transit,Upi,94497.44,2.0
7152,473,Canceled,Loyalty Points,150137.45,2.0
7153,4095,Delivered,Loyalty Points,,
7154,1051,Canceled,Loyalty Points,144672.37,2.0
7155,1787,Canceled,Loyalty Points,46322.82,1.0
7156,2834,Canceled,Cash On Delivery,195250.73,2.0
7157,766,In Transit,Upi,,
7158,222,Delivered,Cash On Delivery,7963.77,1.0
7159,4688,Delivered,Net Banking,202790.6,1.0
7160,1426,Canceled,Cash On Delivery,134000.02,2.0
7161,4043,In Transit,Net Banking,217104.65,3.0
7162,4921,In Transit,Cash On Delivery,41107.7,1.0
7163,1695,Delivered,Loyalty Points,91268.24,1.0
7164,2835,Delivered,Cash On Delivery,139217.8,2.0
7165,3076,Canceled,Upi,51152.16,1.0
7166,3128,Canceled,Cash On Delivery,,
7167,4280,In Transit,Cash On Delivery,49328.94,1.0
7168,3210,Canceled,Upi,77029.86,1.0
7169,4033,Delivered,Cash On Delivery,,
7170,1354,Canceled,Upi,252474.46,2.0
7171,3575,Canceled,Cash On Delivery,510289.24,4.0
7172,3454,Canceled,Upi,295427.42,4.0
7173,4412,Delivered,Upi,218790.27,3.0
7174,3738,In Transit,Upi,129593.74,2.0
7175,479,In Transit,Loyalty Points,143281.35,3.0
7176,1952,In Transit,Cash On Delivery,,
7177,2125,Canceled,Net Banking,206373.8,3.0
7178,2230,Canceled,Cash On Delivery,317354.01,5.0
7179,2375,Delivered,Upi,,
7180,1598,Delivered,Cash On Delivery,32346.98,1.0
7181,952,In Transit,Cash On Delivery,,
7182,2059,In Transit,Upi,469123.5,4.0
7183,2811,In Transit,Cash On Delivery,55809.87,1.0
7184,2206,Delivered,Net Banking,,
7185,3271,In Transit,Loyalty Points,12874.18,1.0
7186,1018,Delivered,Cash On Delivery,95054.08,1.0
7187,1098,Delivered,Cash On Delivery,247647.22,2.0
7188,595,Canceled,Net Banking,,
7189,127,Canceled,Cash On Delivery,298082.22,2.0
7190,1152,Delivered,Net Banking,37353.14,1.0
7191,247,Delivered,Upi,164800.28,2.0
7192,240,In Transit,Upi,90487.48,1.0
7193,908,Delivered,Upi,164433.98,2.0
7194,711,Canceled,Net Banking,303123.38,5.0
7195,1867,Canceled,Net Banking,313742.94,2.0
7196,571,In Transit,Net Banking,88994.38,1.0
7197,1940,In Transit,Net Banking,228574.45,1.0
7198,4264,Canceled,Upi,446276.24,3.0
7199,4085,Canceled,Cash On Delivery,333689.23,2.0
7200,4885,Canceled,Loyalty Points,141618.15,1.0
7201,2287,In Transit,Loyalty Points,63822.24,2.0
7202,3753,In Transit,Cash On Delivery,238084.84,2.0
7203,776,Canceled,Upi,274146.64,3.0
7204,591,Delivered,Net Banking,5061.69,1.0
7205,1449,Delivered,Net Banking,397601.3,4.0
7206,425,Delivered,Cash On Delivery,62519.0,1.0
7207,1679,Canceled,Upi,205366.1,1.0
7208,2595,Delivered,Upi,,
7209,2195,Canceled,Cash On Delivery,60658.69,4.0
7210,126,In Transit,Net Banking,,
7211,3062,Delivered,Cash On Delivery,,
7212,4727,In Transit,Upi,571261.73,7.0
7213,4418,In Transit,Upi,400804.06,5.0
7214,2996,Canceled,Cash On Delivery,291527.8,2.0
7215,1509,Delivered,Upi,67818.69,2.0
7216,1105,In Transit,Loyalty Points,266061.66,2.0
7217,2037,Canceled,Cash On Delivery,118499.18,2.0
7218,2080,Canceled,Upi,227897.29,4.0
7219,3898,In Transit,Upi,379751.06,7.0
7220,668,In Transit,Loyalty Points,89518.2,3.0
7221,4982,In Transit,Cash On Delivery,195010.61,4.0
7222,441,Delivered,Cash On Delivery,,
7223,771,In Transit,Loyalty Points,35114.72,1.0
7224,1226,In Transit,Net Banking,,
7225,2678,Canceled,Cash On Delivery,43150.6,1.0
7226,124,Canceled,Cash On Delivery,,
7227,575,Delivered,Net Banking,516947.08,5.0
7228,1201,Delivered,Loyalty Points,292608.06,4.0
7229,2083,In Transit,Loyalty Points,128316.64,1.0
7230,2584,Canceled,Net Banking,353014.76,3.0
7231,4297,Canceled,Loyalty Points,78478.17,1.0
7232,3947,Delivered,Cash On Delivery,,
7233,3124,Canceled,Net Banking,76728.24,1.0
7234,4143,Canceled,Loyalty Points,184291.14,3.0
7235,2583,Delivered,Upi,,
7236,3546,In Transit,Upi,398787.45,3.0
7237,1839,Delivered,Loyalty Points,299427.36,5.0
7238,547,Canceled,Cash On Delivery,45243.74,1.0
7239,3324,Delivered,Upi,251580.03,2.0
7240,3406,Delivered,Cash On Delivery,241829.92,2.0
7241,3359,In Transit,Upi,68118.84,1.0
7242,3737,Delivered,Loyalty Points,,
7243,280,In Transit,Net Banking,248538.19,3.0
7244,3548,Canceled,Loyalty Points,73920.04,1.0
7245,879,Canceled,Net Banking,,
7246,54,Delivered,Loyalty Points,142759.1,2.0
7247,3771,Canceled,Cash On Delivery,,
7248,4441,Canceled,Net Banking,,
7249,4776,In Transit,Loyalty Points,,
7250,1051,In Transit,Loyalty Points,183136.42,2.0
7251,1306,Delivered,Loyalty Points,7386.64,1.0
7252,3819,In Transit,Loyalty Points,223239.48,1.0
7253,385,In Transit,Net Banking,206853.61,2.0
7254,3369,Delivered,Cash On Delivery,99009.04,1.0
7255,4333,Delivered,Net Banking,77151.48,2.0
7256,1808,In Transit,Net Banking,755.45,1.0
7257,81,Delivered,Loyalty Points,149397.34,3.0
7258,3916,In Transit,Upi,240803.08,2.0
7259,4480,Delivered,Cash On Delivery,88397.84,1.0
7260,2963,Delivered,Upi,,
7261,714,In Transit,Cash On Delivery,,
7262,2225,Delivered,Loyalty Points,182145.96,1.0
7263,3634,In Transit,Upi,204045.52,1.0
7264,4611,Canceled,Loyalty Points,128667.84,2.0
7265,389,Canceled,Upi,224906.42,3.0
7266,1802,Delivered,Cash On Delivery,357639.1,2.0
7267,2632,Delivered,Upi,104942.14,2.0
7268,3343,Canceled,Loyalty Points,303846.93,3.0
7269,1449,In Transit,Upi,313494.38,3.0
7270,400,In Transit,Loyalty Points,177203.96,1.0
7271,2759,Canceled,Net Banking,14783.7,1.0
7272,4909,Delivered,Net Banking,53820.5,1.0
7273,3230,In Transit,Upi,2266.35,1.0
7274,1749,Canceled,Net Banking,34093.87,1.0
7275,2345,Delivered,Loyalty Points,228099.93,2.0
7276,3564,Canceled,Cash On Delivery,183044.29,3.0
7277,4715,Delivered,Loyalty Points,212284.09,2.0
7278,2241,In Transit,Loyalty Points,317979.95,3.0
7279,4669,In Transit,Net Banking,286751.34,3.0
7280,1854,Delivered,Cash On Delivery,110284.76,2.0
7281,2536,In Transit,Loyalty Points,8887.52,1.0
7282,2217,In Transit,Upi,1331.96,1.0
7283,2974,Canceled,Loyalty Points,68909.1,1.0
7284,4701,In Transit,Net Banking,75765.68,1.0
7285,694,Delivered,Upi,1277.1,1.0
7286,3231,In Transit,Upi,,
7287,875,In Transit,Cash On Delivery,149883.7,2.0
7288,4870,Canceled,Loyalty Points,179930.3,2.0
7289,1851,In Transit,Upi,,
7290,1108,Delivered,Cash On Delivery,300329.6,3.0
7291,2482,Delivered,Cash On Delivery,,
7292,3610,In Transit,Cash On Delivery,133086.69,1.0
7293,3987,Delivered,Cash On Delivery,427331.67,5.0
7294,1813,In Transit,Loyalty Points,351470.93,4.0
7295,1018,Canceled,Loyalty Points,263279.35,4.0
7296,411,In Transit,Net Banking,32709.96,1.0
7297,4989,Canceled,Loyalty Points,,
7298,4451,Delivered,Upi,,
7299,2805,Delivered,Loyalty Points,226473.88,3.0
7300,4504,Canceled,Upi,116147.43,2.0
7301,101,In Transit,Cash On Delivery,,
7302,2000,In Transit,Loyalty Points,66652.14,1.0
7303,3291,Canceled,Upi,247085.51,3.0
7304,4428,Delivered,Loyalty Points,64998.54,1.0
7305,1126,Delivered,Cash On Delivery,226191.62,3.0
7306,1032,Canceled,Net Banking,196609.1,1.0
7307,2612,In Transit,Upi,,
7308,859,Canceled,Net Banking,357219.56,3.0
7309,4237,Canceled,Net Banking,91259.45,1.0
7310,4353,In Transit,Net Banking,154928.27,2.0
7311,1446,Canceled,Cash On Delivery,50029.04,2.0
7312,4380,In Transit,Upi,362836.13,5.0
7313,2185,In Transit,Cash On Delivery,111962.73,1.0
7314,1774,Canceled,Net Banking,88718.8,1.0
7315,4684,Canceled,Cash On Delivery,,
7316,2011,Canceled,Loyalty Points,271618.51,2.0
7317,824,Canceled,Upi,266890.35,4.0
7318,1197,In Transit,Cash On Delivery,,
7319,3052,In Transit,Loyalty Points,26402.78,1.0
7320,4608,In Transit,Cash On Delivery,106864.6,2.0
7321,4244,Canceled,Loyalty Points,209810.19,3.0
7322,4478,Canceled,Upi,,
7323,1686,Delivered,Upi,,
7324,1176,In Transit,Net Banking,100060.0,1.0
7325,4995,In Transit,Upi,205461.35,1.0
7326,4531,In Transit,Net Banking,129198.12,2.0
7327,3772,In Transit,Loyalty Points,750529.76,6.0
7328,2480,In Transit,Net Banking,168241.02,1.0
7329,652,In Transit,Upi,35869.64,1.0
7330,1336,Delivered,Cash On Delivery,,
7331,1217,Delivered,Net Banking,30556.86,1.0
7333,1962,Canceled,Net Banking,202227.54,3.0
7334,97,In Transit,Cash On Delivery,109759.3,1.0
7335,4479,Canceled,Upi,34782.83,1.0
7336,3,Delivered,Cash On Delivery,,
7337,1983,In Transit,Upi,177158.6,1.0
7338,1846,Canceled,Loyalty Points,306262.32,5.0
7339,3771,In Transit,Upi,66696.14,1.0
7340,3014,In Transit,Net Banking,,
7341,3611,Canceled,Cash On Delivery,201741.81,3.0
7342,509,In Transit,Net Banking,372465.55,3.0
7343,4858,Canceled,Net Banking,,
7344,3850,Canceled,Net Banking,308415.48,2.0
7345,1222,In Transit,Upi,221811.15,1.0
7346,192,Delivered,Net Banking,185264.6,2.0
7347,3601,Canceled,Cash On Delivery,164512.58,2.0
7348,3539,Delivered,Upi,638417.24,4.0
7349,3211,Canceled,Cash On Delivery,,
7350,81,Delivered,Cash On Delivery,226068.05,3.0
7351,1042,In Transit,Loyalty Points,73007.56,1.0
7352,1463,In Transit,Loyalty Points,44278.3,1.0
7353,604,Delivered,Net Banking,119557.84,4.0
7354,398,Delivered,Upi,104575.41,2.0
7355,4411,Delivered,Net Banking,159838.45,1.0
7356,4437,Canceled,Cash On Delivery,220994.6,1.0
7357,3669,Canceled,Loyalty Points,163206.04,1.0
7358,1428,In Transit,Cash On Delivery,74708.82,1.0
7359,217,Canceled,Cash On Delivery,278092.78,4.0
7360,1066,Delivered,Loyalty Points,79990.45,2.0
7361,4621,Delivered,Upi,66696.14,1.0
7362,4351,Delivered,Cash On Delivery,220527.96,2.0
7363,1949,In Transit,Cash On Delivery,262994.64,3.0
7364,4825,Delivered,Net Banking,54660.98,1.0
7365,1431,Delivered,Net Banking,193817.15,1.0
7366,1748,Delivered,Loyalty Points,43611.9,1.0
7367,4089,Canceled,Loyalty Points,,
7368,295,Canceled,Upi,,
7369,4742,Canceled,Cash On Delivery,136415.26,2.0
7370,2202,Delivered,Net Banking,,
7371,2755,Canceled,Cash On Delivery,44300.99,1.0
7372,3925,Canceled,Net Banking,234420.69,3.0
7373,3406,Delivered,Net Banking,37839.09,1.0
7374,3892,Delivered,Net Banking,357820.09,3.0
7375,442,Delivered,Upi,52025.32,2.0
7376,4324,Canceled,Cash On Delivery,9111.71,1.0
7377,4076,Delivered,Loyalty Points,79314.47,2.0
7378,4299,Delivered,Net Banking,47206.05,1.0
7379,4072,Canceled,Net Banking,665.98,1.0
7380,1250,Canceled,Loyalty Points,,
7381,2938,Canceled,Upi,119603.88,2.0
7382,2644,Delivered,Net Banking,100060.0,1.0
7383,4781,In Transit,Upi,151537.48,2.0
7384,1580,In Transit,Loyalty Points,224988.62,2.0
7385,4485,In Transit,Upi,347709.9,3.0
7386,1364,In Transit,Loyalty Points,42102.7,1.0
7387,3377,Canceled,Upi,59240.4,1.0
7388,2184,Delivered,Upi,3828.0,1.0
7389,131,Canceled,Loyalty Points,,
7390,2720,In Transit,Cash On Delivery,49143.63,1.0
7391,1034,In Transit,Net Banking,270657.94,3.0
7392,3759,Canceled,Upi,224212.38,3.0
7393,845,In Transit,Net Banking,194358.72,2.0
7394,3989,Delivered,Loyalty Points,344649.61,4.0
7395,4970,In Transit,Loyalty Points,133056.21,2.0
7396,4767,Delivered,Upi,255603.31,2.0
7397,3285,In Transit,Net Banking,27209.57,2.0
7398,3891,In Transit,Upi,278556.27,3.0
7399,3465,Canceled,Upi,136265.64,1.0
7400,746,In Transit,Upi,421569.34,4.0
7401,1026,Delivered,Cash On Delivery,,
7402,1934,Delivered,Net Banking,110128.47,3.0
7403,3381,Canceled,Upi,376743.07,5.0
7404,75,In Transit,Net Banking,,
7405,3351,Canceled,Net Banking,123919.5,2.0
7406,2048,Delivered,Net Banking,,
7407,801,In Transit,Upi,157687.62,2.0
7408,1082,In Transit,Net Banking,102566.48,1.0
7409,4620,Delivered,Upi,129095.54,3.0
7410,331,Delivered,Upi,114015.92,3.0
7411,1290,Canceled,Upi,,
7412,4196,Delivered,Loyalty Points,25015.0,1.0
7413,1660,Canceled,Cash On Delivery,214668.55,1.0
7414,2310,Delivered,Upi,176499.88,3.0
7415,1985,Delivered,Loyalty Points,370145.1,3.0
7416,2248,In Transit,Loyalty Points,,
7417,3267,Canceled,Net Banking,163546.58,3.0
7418,2080,Delivered,Net Banking,327582.23,2.0
7419,3792,Canceled,Loyalty Points,262281.55,2.0
7420,4650,Delivered,Loyalty Points,,
7421,4424,Canceled,Net Banking,149094.68,2.0
7422,4439,Delivered,Cash On Delivery,171431.7,2.0
7423,3306,In Transit,Cash On Delivery,,
7424,4231,In Transit,Cash On Delivery,,
7425,2844,Delivered,Net Banking,189597.0,1.0
7426,3461,In Transit,Cash On Delivery,376231.35,3.0
7427,1055,Delivered,Net Banking,329285.09,2.0
7428,157,In Transit,Upi,193618.66,2.0
7429,812,Canceled,Cash On Delivery,126847.55,3.0
7430,2987,In Transit,Upi,221797.0,1.0
7431,3823,In Transit,Cash On Delivery,143027.55,2.0
7432,2112,Delivered,Cash On Delivery,50436.72,1.0
7433,4231,In Transit,Upi,265145.69,2.0
7435,2306,In Transit,Upi,293586.75,2.0
7436,303,In Transit,Net Banking,139078.04,1.0
7437,4043,In Transit,Upi,88860.6,1.0
7438,2390,Canceled,Cash On Delivery,327794.73,4.0
7439,239,In Transit,Cash On Delivery,357708.12,2.0
7440,4230,Delivered,Net Banking,53133.4,2.0
7441,2166,Delivered,Loyalty Points,236310.26,2.0
7442,3809,In Transit,Net Banking,132285.82,2.0
7443,2207,In Transit,Net Banking,168276.52,1.0
7444,893,Canceled,Cash On Delivery,81479.99,4.0
7445,2994,In Transit,Net Banking,203571.34,3.0
7446,1259,Delivered,Cash On Delivery,101735.24,3.0
7447,292,Canceled,Cash On Delivery,,
7448,2765,In Transit,Net Banking,198588.2,1.0
7449,1923,In Transit,Upi,208473.19,2.0
7450,1494,In Transit,Upi,100880.73,1.0
7451,971,In Transit,Upi,264749.35,1.0
7452,2096,Canceled,Upi,34264.15,1.0
7453,1495,Canceled,Loyalty Points,344295.21,4.0
7454,4607,In Transit,Cash On Delivery,147858.88,2.0
7455,1062,Delivered,Loyalty Points,704962.73,3.0
7456,4411,In Transit,Upi,45819.2,1.0
7457,4356,Delivered,Cash On Delivery,552098.31,5.0
7458,4756,In Transit,Upi,237747.6,1.0
7459,4078,Delivered,Upi,45092.8,2.0
7460,1745,Canceled,Upi,18912.97,1.0
7461,1641,Canceled,Upi,59620.66,1.0
7462,4725,In Transit,Cash On Delivery,115544.79,1.0
7463,2702,In Transit,Cash On Delivery,85940.28,2.0
7464,1356,In Transit,Upi,374240.22,4.0
7465,4319,Canceled,Upi,107733.6,1.0
7466,1004,Delivered,Loyalty Points,13272.95,1.0
7467,3923,In Transit,Loyalty Points,92500.9,1.0
7468,2526,In Transit,Cash On Delivery,85048.5,1.0
7469,163,Canceled,Cash On Delivery,,
7470,3735,Canceled,Net Banking,220230.08,2.0
7471,2296,In Transit,Cash On Delivery,,
7472,2802,In Transit,Upi,74708.82,1.0
7473,3824,Canceled,Upi,140304.15,1.0
7474,1389,Canceled,Upi,42476.7,1.0
7475,493,In Transit,Upi,,
7476,4065,In Transit,Cash On Delivery,210741.65,3.0
7477,665,Canceled,Upi,166240.02,3.0
7478,2198,Canceled,Loyalty Points,,
7479,2010,In Transit,Cash On Delivery,446704.0,4.0
7480,4454,In Transit,Loyalty Points,127890.81,1.0
7481,997,In Transit,Loyalty Points,64528.96,2.0
7482,3260,Delivered,Loyalty Points,47527.04,1.0
7483,435,In Transit,Upi,104858.55,3.0
7484,2251,In Transit,Loyalty Points,89757.9,2.0
7485,273,Canceled,Loyalty Points,279362.85,3.0
7486,2835,In Transit,Cash On Delivery,35911.2,1.0
7487,3646,Canceled,Net Banking,227058.93,2.0
7488,3974,Delivered,Upi,769357.53,8.0
7489,4320,In Transit,Loyalty Points,9111.71,1.0
7490,788,Delivered,Net Banking,79243.56,2.0
7491,3298,Canceled,Cash On Delivery,415133.34,3.0
7492,1927,In Transit,Net Banking,50074.55,1.0
7493,2404,Delivered,Upi,170097.0,1.0
7494,1991,Delivered,Net Banking,,
7495,2988,In Transit,Loyalty Points,209406.86,2.0
7496,3035,Canceled,Net Banking,,
7497,218,Canceled,Net Banking,,
7498,852,Canceled,Loyalty Points,112707.02,2.0
7499,2879,In Transit,Loyalty Points,288682.72,2.0
7500,63,Delivered,Net Banking,152784.3,1.0
7501,3274,Canceled,Cash On Delivery,25116.75,1.0
7502,4287,In Transit,Loyalty Points,312451.77,3.0
7503,4897,Canceled,Loyalty Points,115544.79,1.0
7504,2402,In Transit,Net Banking,87816.15,1.0
7505,252,Delivered,Loyalty Points,381218.78,3.0
7506,1859,Delivered,Upi,,
7507,4911,Canceled,Cash On Delivery,102080.54,2.0
7508,1050,Canceled,Net Banking,,
7509,312,In Transit,Loyalty Points,156746.13,1.0
7510,271,Delivered,Upi,186480.45,4.0
7511,687,In Transit,Cash On Delivery,32346.98,1.0
7512,4256,Delivered,Loyalty Points,169348.76,2.0
7513,2416,Canceled,Net Banking,105344.16,1.0
7514,2664,Canceled,Cash On Delivery,56673.46,1.0
7515,1905,Delivered,Net Banking,112140.2,2.0
7516,1004,In Transit,Net Banking,,
7517,3839,Delivered,Loyalty Points,279073.1,1.0
7518,3773,Canceled,Loyalty Points,68297.37,2.0
7519,4,Canceled,Upi,27046.02,1.0
7520,4490,Delivered,Loyalty Points,108769.01,2.0
7521,525,In Transit,Net Banking,366673.37,3.0
7522,4893,Delivered,Net Banking,8780.16,1.0
7523,3933,Delivered,Upi,304913.88,4.0
7524,3085,Canceled,Net Banking,30565.96,1.0
7525,4920,Canceled,Cash On Delivery,98724.34,1.0
7526,920,Canceled,Cash On Delivery,189597.0,1.0
7527,3840,Delivered,Net Banking,96462.47,2.0
7528,231,In Transit,Loyalty Points,203309.22,3.0
7529,4495,In Transit,Loyalty Points,210354.32,2.0
7530,813,In Transit,Upi,17445.28,1.0
7531,3556,Delivered,Upi,555056.99,4.0
7532,1516,Canceled,Loyalty Points,,
7533,4971,In Transit,Loyalty Points,237103.09,2.0
7534,3145,In Transit,Upi,46617.61,2.0
7535,1827,Delivered,Net Banking,652677.38,3.0
7536,2736,Canceled,Cash On Delivery,15383.71,1.0
7537,2954,Delivered,Upi,348415.55,3.0
7538,2169,Delivered,Net Banking,319159.54,4.0
7539,2359,In Transit,Upi,10046.7,1.0
7540,2403,In Transit,Cash On Delivery,96861.26,3.0
7541,4509,In Transit,Loyalty Points,,
7542,100,In Transit,Net Banking,,
7543,4768,In Transit,Upi,62783.17,2.0
7544,3348,Canceled,Upi,368955.14,3.0
7545,3850,In Transit,Upi,17172.6,1.0
7546,589,Canceled,Net Banking,321508.1,2.0
7547,2645,In Transit,Net Banking,132834.9,1.0
7548,2371,In Transit,Loyalty Points,35126.46,1.0
7549,2070,In Transit,Loyalty Points,,
7550,30,In Transit,Loyalty Points,20417.68,1.0
7551,3903,Delivered,Net Banking,148412.15,1.0
7552,578,Canceled,Upi,10298.46,1.0
7553,2727,In Transit,Cash On Delivery,44300.99,1.0
